Name,Performance,Place,Date
Peter KIPLETING,2:27:41,Singapore (SGP),04 DEC 2016
Peter KIPLETING,2:21:38,Khon Kaen (THA),27 JAN 2013
Peter KIPLETING,2:23:34,Pattaya (THA),17 JUL 2011
Boaz KIPYEGO,2:16:23,Dakar (SEN),14 APR 2019
Boaz KIPYEGO,2:26:28,Jakarta (INA),18 NOV 2018
Boaz KIPYEGO,2:14:07,Lyon (FRA),01 OCT 2017
Boaz KIPYEGO,2:16:36,"Des Moines, IA (USA)",16 OCT 2016
Boaz KIPYEGO,2:12:59,Zürich (SUI),19 APR 2015
Boaz KIPYEGO,2:13:37,Bucuresti (ROU),05 OCT 2014
Boaz KIPYEGO,2:15:21,Amsterdam (NED),20 OCT 2013
Josh BADEN,14:54.76,"New York, NY (USA)",01 FEB 2013
Josh BADEN,14:44.91,"Fayetteville, AR (USA)",10 FEB 2012
Josh BADEN,14:53.89,"Lincoln, NE (USA)",05 FEB 2010
Julian FLOREZ,1:07:20,Victoria (CAN),07 OCT 2018
Julian FLOREZ,1:06:04,Victoria (CAN),08 OCT 2017
Feleke TULU,2:19:02,Sao Paulo (BRA),07 APR 2019
Feleke TULU,2:22:35,Beirut (LBN),13 NOV 2016
Kevin COLON,8:31.39,"Fayetteville, AR (USA)",01 FEB 2014
Kevin COLON,8:34.90,"Manhattan, KS (USA)",19 JAN 2013
Kevin COLON,8:27.86,"Lincoln, NE (USA)",26 FEB 2011
Jaouad OUMELLAL,9:00.58,Meknés (MAR),20 JUN 2010
Hosea KIPROTICH,2:23:19,Kigali (RWA),16 JUN 2019
Hosea KIPROTICH,2:19:12,Changsha (CHN),21 OCT 2018
Hosea KIPROTICH,2:12:17,Pune (IND),29 JAN 2017
Luthando HEJANA,2:20:06,Cape Town (RSA),15 SEP 2019
Luthando HEJANA,2:27:24,Cape Town (RSA),23 SEP 2018
Luthando HEJANA,2:33:12,East London (RSA),20 FEB 2016
David MELLY,15:14.58,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020
David MELLY,14:16.08,"Boston, MA (USA)",09 FEB 2019
David MELLY,14:21.71,"Boston, MA (USA)",10 FEB 2018
David MELLY,14:24.57,"Boston, MA (USA)",28 JAN 2017
David MELLY,14:28.06,"Boston, MA (USA)",13 FEB 2016
Shintaro MIYAKAWA,2:22:18,Hakodate (JPN),07 JUL 2019
Kevin COFFEY,2:20:22,Toronto (CAN),20 OCT 2019
Kevin COFFEY,2:21:40,Toronto (CAN),19 OCT 2014
Kevin COFFEY,2:26:40,Toronto (CAN),20 OCT 2013
Takaya SAKAMOTO,2:21:32,"Chicago, IL (USA)",13 OCT 2019
Takaya SAKAMOTO,2:20:55,Osaka (JPN),25 NOV 2018
Takaya SAKAMOTO,2:24:52,Tokushima (JPN),26 MAR 2017
Takaya SAKAMOTO,2:19:27,Hitachinaka (JPN),01 FEB 2015
Takaya SAKAMOTO,2:22:53,Hannover (GER),27 APR 2014
Takaya SAKAMOTO,2:19:34,Fukuoka (JPN),01 DEC 2013
Takaya SAKAMOTO,2:19:58,Osaka (JPN),25 NOV 2012
Takaya SAKAMOTO,2:21:45,Tokyo (JPN),27 FEB 2011
Takaya SAKAMOTO,2:22:40,Fukuoka (JPN),05 DEC 2010
Luis RIVERA,2:16:58,Toronto (CAN),20 OCT 2019
Charles REMILLARD,15:55.84,"Boulder, CO (USA)",03 FEB 2018
Charles REMILLARD,15:05.16,"Brockport, NY (USA)",27 FEB 2015
Charles REMILLARD,14:58.75,"Brockport, NY (USA)",01 MAR 2014
Fuminori SHIMO,2:26:57,Otsu (JPN),08 MAR 2020
Dmitrijs SERJOGINS,4:29.54,Riga (LAT),09 MAR 2016
Dmitrijs SERJOGINS,4:32.18,Riga (LAT),25 FEB 2011
Natham PETERS,2:21:30,"Duluth, MN (USA)",22 JUN 2019
Natham PETERS,2:21:02,"Chicago, IL (USA)",07 OCT 2018
Natham PETERS,2:24:02,"Chicago, IL (USA)",11 OCT 2015
Natham PETERS,2:28:24,"Traverse City, MI (USA)",28 MAY 2011
Jared CARSON,2:24:17,"Eugene, OR (USA)",29 APR 2018
Jumpei YAMAGUCHI,2:20:33,Tokyo (JPN),01 MAR 2020
Jumpei YAMAGUCHI,2:23:40,Gold Coast (AUS),07 JUL 2019
Nicholas SPECTOR,8:52.05,"Nampa, ID (USA)",08 FEB 2014
Oscar CRISOSSTOMO,2:24:01,Ciudad de México (MEX),25 AUG 2019
Iván ZARCO,9:50.22,Cornellá (ESP),07 MAY 2017
Iván ZARCO,9:25.35,Gijón (ESP),25 JUL 2015
Iván ZARCO,9:37.8h,Tarragona (ESP),12 APR 2014
Iván ZARCO,9:21.38,Barcelona (ESP),05 MAY 2013
Iván ZARCO,9:28.97,Manresa (ESP),12 MAY 2012
Iván ZARCO,9:26.46,El Prat de Llobregat (ESP),02 MAY 2010
José MOREIRA,2:19:43,Porto (POR),04 NOV 2018
José MOREIRA,2:20:38,Hamburg (GER),23 APR 2017
José MOREIRA,2:16:11,Porto (POR),06 NOV 2016
José MOREIRA,2:15:09,Valencia (ESP),15 NOV 2015
José MOREIRA,2:24:23,"Letzigrund, Zürich (SUI)",17 AUG 2014
José MOREIRA,2:16:19,Porto (POR),03 NOV 2013
José MOREIRA,2:25:22,Düsseldorf (GER),29 APR 2012
José MOREIRA,2:16:44,Wien (AUT),17 APR 2011
José MOREIRA,2:13:37,Sevilla (ESP),14 FEB 2010
José MOREIRA,2:14:05,"Olympiastadion, Berlin (GER)",22 AUG 2009
José MOREIRA,2:22:12,San Sebastián (ESP),30 NOV 2008
Craig RUDDY,2:17:49,Frankfurt (GER),28 OCT 2018
Craig RUDDY,2:22:14,Berlin (GER),24 SEP 2017
Craig RUDDY,2:26:58,Warszawa (POL),25 SEP 2016
Wei LI,9:28.66,Jinan (CHN),06 AUG 2010
Romero MARTIN,2:25:26,Sevilla (ESP),23 FEB 2020
Romero MARTIN,2:27:26,Manchester (GBR),07 APR 2019
Romero MARTIN,2:17:22,Valencia (ESP),02 DEC 2018
Rashpal SINGH,2:23:29,New Delhi (IND),23 FEB 2020
Rashpal SINGH,2:21:01,Mumbai (IND),20 JAN 2019
Rashpal SINGH,2:20:23,New Delhi (IND),26 FEB 2017
Rashpal SINGH,2:23:58,Torino (ITA),02 OCT 2016
Rashpal SINGH,2:22:10,Eindhoven (NED),12 OCT 2014
Rashpal SINGH,2:21:15,Allahabad (IND),19 NOV 2013
Erik TEIG,2:19:38,"Sacramento, CA (USA)",08 DEC 2019
Erik TEIG,2:26:47,St. Paul (USA),05 OCT 2014
Erik TEIG,2:36:46,St. Paul (USA),03 OCT 2010
Guta ABIYOTE,2:14:03,Guangzhou (CHN),08 DEC 2019
Guta ABIYOTE,2:13:43,Xichang (CHN),09 NOV 2014
Guta ABIYOTE,2:14:49,See Genezareth (ISR),10 JAN 2013
Guta ABIYOTE,2:14:09,Paris (FRA),15 APR 2012
Guta ABIYOTE,2:22:27,Köln (GER),02 OCT 2011
Guta ABIYOTE,2:09:03,Dubai (UAE),22 JAN 2010
Guta ABIYOTE,2:11:18,Otsu (JPN),01 MAR 2009
Guta ABIYOTE,2:10:38,Köln (GER),12 SEP 2004
Ryan ARCHER,8:41.96,"Columbus, OH (USA)",17 FEB 2017
Ryan ARCHER,8:35.79,"Geneva, OH (USA)",23 JAN 2016
Ryan ARCHER,8:49.86,"Waltham, MA (USA)",28 FEB 2014
Daniel VASSALLO,14:45.31,"Cambridge, MA (USA)",19 FEB 2017
Daniel VASSALLO,14:29.27,"Boston, MA (USA)",24 JAN 2009
Daniel VASSALLO,14:46.79,"Boston, MA (USA)",23 FEB 2007
Dion FINOCCHIARO,2:21:06,Oita (JPN),02 FEB 2020
Dion FINOCCHIARO,2:21:43,Tokyo (JPN),03 MAR 2019
Dion FINOCCHIARO,2:24:36,Gold Coast (AUS),01 JUL 2018
Dion FINOCCHIARO,2:28:01,Fukuoka (JPN),03 DEC 2017
Dion FINOCCHIARO,2:27:30,Gold Coast (AUS),03 JUL 2016
Thomas DIALYNAS,8:19.09,"University Park, PA (USA)",04 FEB 2012
Thomas DIALYNAS,8:39.08,"Annapolis, MD (USA)",08 JAN 2011
Thomas DIALYNAS,8:35.90,"New York, NY (USA)",05 MAR 2010
Henry STERLING,8:02.35,"Boston, MA (USA)",09 FEB 2019
Henry STERLING,8:00.90,"Boston, MA (USA)",30 JAN 2016
Henry STERLING,8:05.96,"Boston, MA (USA)",22 FEB 2015
Henry STERLING,8:07.76,"Boston, MA (USA)",09 MAR 2014
Henry STERLING,8:16.73,"Boston, MA (USA)",26 JAN 2013
Henry STERLING,8:23.94,"Boston, MA (USA)",11 FEB 2012
Henry STERLING,8:32.96,"Boston, MA (USA)",29 JAN 2011
Adrian LEHMANN,2:16:10,Berlin (GER),29 SEP 2019
Adrian LEHMANN,2:15:12,Berlin (GER),24 SEP 2017
Adrian LEHMANN,2:19:17,Zürich (SUI),24 APR 2016
Adrian LEHMANN,2:15:08,Berlin (GER),27 SEP 2015
Adrian LEHMANN,2:26:37,"Letzigrund, Zürich (SUI)",17 AUG 2014
Adrian LEHMANN,2:18:53,Berlin (GER),29 SEP 2013
Takashi KONO,2:21:50,Tokyo (JPN),03 MAR 2019
Takashi KONO,2:22:42,Tokyo (JPN),25 FEB 2018
Takashi KONO,2:22:51,Tokyo (JPN),22 FEB 2015
Takashi KONO,2:28:01,Nouméa (FRA),22 AUG 2010
Takashi KONO,2:28:51,Fukuoka (JPN),06 DEC 2009
Takashi KONO,2:26:23,Fukuoka (JPN),07 DEC 2008
Said NAMLI,2:15:09,Marrakesh (MAR),26 JAN 2020
Said NAMLI,2:28:04,Rabat (MAR),21 APR 2019
Luke HICKMAN,8:44.83,"Bloomington, IN (USA)",23 JAN 2015
Luke HICKMAN,8:48.61,"Bloomington, IN (USA)",24 JAN 2014
Artur KOZLOWSKI,2:26:28,"Olympiastadion, Berlin (GER)",12 AUG 2018
Artur KOZLOWSKI,2:12:38,Warszawa (POL),23 APR 2017
Artur KOZLOWSKI,2:11:54,Warszawa (POL),24 APR 2016
Artur KOZLOWSKI,2:14:43,Warszawa (POL),26 APR 2015
Artur KOZLOWSKI,2:10:58,Wien (AUT),15 APR 2012
Artur KOZLOWSKI,2:14:01,Warszawa (POL),25 SEP 2011
Artur KOZLOWSKI,2:16:58,Eindhoven (NED),11 OCT 2009
Kiprop TONUI,2:20:05,Kuala Lumpur (MAS),29 SEP 2019
Kiprop TONUI,2:15:30,Bali (INA),09 SEP 2018
Kiprop TONUI,2:18:27,Moshi (TAN),26 FEB 2017
Arnar PÉTURSSON,4:07.97,Hafnarfjördur (ISL),22 FEB 2020
Arnar PÉTURSSON,4:04.90,Reykjavík (ISL),18 FEB 2017
Arnar PÉTURSSON,3:56.59,Hafnarfjördur (ISL),07 FEB 2015
Arnar PÉTURSSON,4:01.96,Reykjavík (ISL),01 FEB 2014
Zach BARKER,15:16.81,"University Park, PA (USA)",07 FEB 2014
William Cheboi RUTTO,2:19:40,Fes (MAR),12 JAN 2020
William Cheboi RUTTO,2:23:29,Nairobi (KEN),28 OCT 2018
William Cheboi RUTTO,2:11:31,Zhengzhou (CHN),26 MAR 2017
William Cheboi RUTTO,2:20:11,Kigali (RWA),22 MAY 2016
Jong-pil WANG,9:26.04,Andong (KOR),12 APR 2014
Jong-pil WANG,9:26.29,Incheon (KOR),22 OCT 2013
Shuhei ENAMI,2:23:48,Otsu (JPN),08 MAR 2020
Shuhei ENAMI,2:28:27,Fukuoka (JPN),01 DEC 2019
Daniel MCDONALD-METEER,4:19.91,"Kingston, RI (USA)",07 FEB 2015
John BLEDAY,8:07.64,"Boston, MA (USA)",31 JAN 2015
John BLEDAY,8:15.15,"Hanover, NH (USA)",12 JAN 2014
John BLEDAY,7:59.33,"Boston, MA (USA)",26 JAN 2013
John BLEDAY,8:03.78,"Boston, MA (USA)",11 FEB 2012
John BUSQUE,14:11.62,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020
John BUSQUE,14:14.20,"Boston, MA (USA)",10 FEB 2018
John BUSQUE,14:24.85,"Boston, MA (USA)",03 DEC 2016
John BUSQUE,14:39.83,"Boston, MA (USA)",31 JAN 2015
John BUSQUE,14:56.57,"Boston, MA (USA)",28 FEB 2014
John BUSQUE,15:15.67,"Boston, MA (USA)",26 JAN 2013
John TELLO ZUNIGA,2:16:35,Santa Rosa (ARG),07 APR 2019
John TELLO ZUNIGA,2:18:32,"Duluth, MN (USA)",16 JUN 2018
John TELLO ZUNIGA,2:21:36,Hannover (GER),10 APR 2016
Sibusiso MADIKIZELA,8:50.79,København (DEN),20 JUN 2017
Sibusiso MADIKIZELA,8:38.28,Cape Town (RSA),22 MAR 2016
Sibusiso MADIKIZELA,9:01.85,Stellenbosch (RSA),12 APR 2013
Sibusiso MADIKIZELA,8:48.51,Stellenbosch (RSA),20 MAR 2012
Alaa HRIOUD,2:26:05,Nantes (FRA),28 APR 2019
Alaa HRIOUD,2:21:06,Marseille (FRA),18 MAR 2018
Alaa HRIOUD,2:17:18,Marrakesh (MAR),29 JAN 2017
Alaa HRIOUD,2:17:25,Val-de-Reuil (FRA),16 OCT 2016
Alaa HRIOUD,2:34:38,Montpellier (FRA),13 OCT 2013
Moath ALKHAWALDEH,2:20:08,Berlin (GER),29 SEP 2019
Moath ALKHAWALDEH,2:23:57,Berlin (GER),16 SEP 2018
Moath ALKHAWALDEH,2:25:09,"Chicago, IL (USA)",08 OCT 2017
Moath ALKHAWALDEH,2:27:35,Hamburg (GER),17 APR 2016
Moath ALKHAWALDEH,2:30:57,Berlin (GER),27 SEP 2015
Jose Manuel VIEITO,2:20:33,Valencia (ESP),01 DEC 2019
Jose Manuel VIEITO,2:22:39,Valencia (ESP),02 DEC 2018
Chase PIZZONIA,8:37.86,"Houston, TX (USA)",21 FEB 2009
Chase PIZZONIA,8:27.19,"New York, NY (USA)",12 JAN 2007
Chase PIZZONIA,8:30.90,"Boston, MA (USA)",27 JAN 2006
Chase PIZZONIA,8:36.85,"Boston, MA (USA)",28 JAN 2005
Francesco PUPPI,2:24:12,Valencia (ESP),02 DEC 2018
Francesco PUPPI,2:25:35,"New York, NY (USA)",05 NOV 2017
Fred GRÖNWALL,2:20:08,Valencia (ESP),01 DEC 2019
Fred GRÖNWALL,2:25:11,Rotterdam (NED),08 APR 2018
Yuji SAKOTA,2:19:22,Otsu (JPN),08 MAR 2020
Ambroise UWIRAGIYE,2:22:36,Amsterdam (NED),20 OCT 2019
Ambroise UWIRAGIYE,2:20:47,Amsterdam (NED),21 OCT 2018
Ambroise UWIRAGIYE,2:24:47,Amsterdam (NED),15 OCT 2017
Ambroise UWIRAGIYE,2:18:26,Rotterdam (NED),10 APR 2016
Ambroise UWIRAGIYE,2:19:40,Amsterdam (NED),18 OCT 2015
Ambroise UWIRAGIYE,2:26:31,Amsterdam (NED),19 OCT 2014
Kenta MUROTSUKA,2:21:41,Otsu (JPN),10 MAR 2019
Kenta MUROTSUKA,2:21:40,Fukuoka (JPN),02 DEC 2018
Kenta MUROTSUKA,2:22:41,Otsu (JPN),06 MAR 2016
Habtemariam TEMESGEN,2:23:04,"New York, NY (USA)",03 NOV 2019
Habtemariam TEMESGEN,2:20:16,"New York, NY (USA)",04 NOV 2018
Habtemariam TEMESGEN,2:25:01,"Columbus, OH (USA)",15 OCT 2017
Habtemariam TEMESGEN,2:23:11,Salzburg (AUT),01 MAY 2016
Habtemariam TEMESGEN,2:15:47,Linz (AUT),06 APR 2014
Habtemariam TEMESGEN,2:11:42,Köln (GER),13 OCT 2013
Stephen MUNGATHIA,2:22:12,Kuching (MAS),18 AUG 2019
Stephen MUNGATHIA,2:21:31,Kuching (MAS),12 AUG 2018
Stephen MUNGATHIA,2:27:08,Bangkok (THA),05 FEB 2017
Jacob KROLICK,8:42.70,"Frisco, TX (USA)",09 FEB 2017
Jacob KROLICK,8:45.25,"Albuquerque, NM (USA)",02 FEB 2013
Zheati ZHAN,2:21:39,Hengshui (CHN),29 SEP 2019
Zheati ZHAN,2:21:42,Shanghai (CHN),18 NOV 2018
Zheati ZHAN,2:25:02,Guangzhou (CHN),10 DEC 2017
Dongjie DUAN,2:20:33,Beijing (CHN),03 NOV 2019
Dongjie DUAN,2:22:50,Hengshui (CHN),29 SEP 2018
Mark MESSMER,9:00.34,"Bozeman, MT (USA)",20 FEB 2015
Mark MESSMER,8:55.08,"Bozeman, MT (USA)",18 JAN 2013
Linus ROSDAL,4:06.49,Uddevalla (SWE),24 FEB 2013
Matthew HUDSON,9:37.77,Sydney (AUS),18 FEB 2016
Taiyo AKIYAMA,2:23:09,Tokyo (JPN),01 MAR 2020
Taiyo AKIYAMA,2:20:22,Fukuoka (JPN),01 DEC 2019
Taiyo AKIYAMA,2:26:11,Nagano (JPN),15 APR 2018
Taiyo AKIYAMA,2:23:01,Fukuoka (JPN),03 DEC 2017
Taiyo AKIYAMA,2:25:38,Tokyo (JPN),22 FEB 2015
Taiyo AKIYAMA,2:26:13,Fukuoka (JPN),07 DEC 2014
Taiyo AKIYAMA,2:23:40,Fukuoka (JPN),01 DEC 2013
Taiyo AKIYAMA,2:27:07,Fukuoka (JPN),02 DEC 2012
Shinji KOIWA,2:19:46,Otsu (JPN),08 MAR 2020
David KIPLAGAT,9:01.67,"Palo Alto, CA (USA)",27 MAR 2009
David KIPLAGAT,9:07.20,"Long Beach, CA (USA)",19 APR 2008
Daverson RAMOS,2:18:20,Sevilla (ESP),23 FEB 2020
Daverson RAMOS,2:15:57,"Houston, TX (USA)",17 JAN 2016
Minho PARK,2:15:45,Daegu (KOR),07 APR 2019
Ahmed EL JADDAR,2:27:35,Bregenz (AUT),07 OCT 2018
Ahmed EL JADDAR,2:21:31,Bregenz (AUT),08 OCT 2017
Patrick RIZZO,2:26:29,"Chicago, IL (USA)",07 OCT 2018
Patrick RIZZO,2:30:43,"Los Angeles, CA (USA)",13 FEB 2016
Patrick RIZZO,2:21:36,Toronto (CAN),18 OCT 2015
Patrick RIZZO,2:15:53,"Houston, TX (USA)",19 JAN 2014
Patrick RIZZO,2:16:05,London (GBR),21 APR 2013
Patrick RIZZO,2:13:42,"Houston, TX (USA)",14 JAN 2012
Patrick RIZZO,2:21:58,Guadalajara (MEX),30 OCT 2011
Patrick RIZZO,2:16:12,"Chicago, IL (USA)",10 OCT 2010
Patrick RIZZO,2:15:48,"Chicago, IL (USA)",11 OCT 2009
Patrick RIZZO,2:18:30,"New York, NY (USA)",03 NOV 2007
Patrick RIZZO,2:20:12,"Chicago, IL (USA)",22 OCT 2006
Jeff SEELAUS,14:51.54,"Boston, MA (USA)",27 JAN 2018
Jeff SEELAUS,15:02.34,"Boston, MA (USA)",06 FEB 2016
Bohdan SEMENOVYCH,3:59.47,Kiev (UKR),13 JAN 2012
Kevin HANSEN,2:18:25,"Chicago, IL (USA)",13 OCT 2019
Rajpaul PANNU,2:20:55,"Atlanta, GA (USA)",29 FEB 2020
Jordan KYLE,8:23.96,"College Station, TX (USA)",27 FEB 2009
Jordan KYLE,8:27.03,"Madison, WI (USA)",01 MAR 2008
Jordan KYLE,8:14.71,"Fayetteville, AR (USA)",10 FEB 2007
Stanlei KIPCHIRCHIR,2:24:45,Lagos (NGR),02 FEB 2019
Stanlei KIPCHIRCHIR,2:21:28,Taipei City (TPE),18 MAR 2018
Stanlei KIPCHIRCHIR,2:10:58,Stockholm (SWE),05 JUN 2016
Stanlei KIPCHIRCHIR,2:12:30,Madrid (ESP),26 APR 2015
Stanlei KIPCHIRCHIR,2:15:21,Dongying (CHN),01 MAY 2014
Stanlei KIPCHIRCHIR,2:16:04,Sao Paulo (BRA),06 OCT 2013
Shogo TARUKI,2:21:45,Fukuoka (JPN),01 DEC 2019
Shogo TARUKI,2:21:56,Fukuoka (JPN),02 DEC 2018
Shogo TARUKI,2:23:08,Otsu (JPN),06 MAR 2016
Shogo TARUKI,2:22:39,Fukuoka (JPN),06 DEC 2015
Kieran O'CONNOR,2:23:57,"Atlanta, GA (USA)",29 FEB 2020
Kieran O'CONNOR,2:28:07,"Washington, DC (USA)",22 OCT 2017
Kieran O'CONNOR,2:21:37,"Los Angeles, CA (USA)",13 FEB 2016
Kieran O'CONNOR,2:28:02,"Cincinnati, OH (USA)",01 MAY 2011
Kieran O'CONNOR,2:29:30,"New York, NY (USA)",07 NOV 2010
Isaac MPOFU,2:15:10,Mossel Bay (RSA),24 AUG 2019
Isaac MPOFU,2:16:59,Gaborone (BOT),13 MAY 2018
David MAGÁN,2:22:32,Valencia (ESP),01 DEC 2019
David MAGÁN,2:21:13,Valencia (ESP),02 DEC 2018
David MAGÁN,2:23:58,Sevilla (ESP),21 FEB 2016
Michael MORRIS,4:23.83,"College Station, TX (USA)",14 JAN 2012
Michael MORRIS,4:28.03,"Houston, TX (USA)",05 FEB 2011
Takashi IWASE,2:20:18,Otsu (JPN),08 MAR 2020
Takashi IWASE,2:23:26,Otsu (JPN),10 MAR 2019
Michael VOSS,2:22:34,Auckland (NZL),20 OCT 2019
Anthony TOMSICH,2:25:16,"Atlanta, GA (USA)",29 FEB 2020
Anthony TOMSICH,2:18:49,"Eugene, OR (USA)",28 APR 2019
Anthony TOMSICH,2:26:21,Berlin (GER),16 SEP 2018
Chems Eddine BENGHALI,2:21:54,Rabat (MAR),21 APR 2019
Chems Eddine BENGHALI,2:24:56,Rabat (MAR),04 MAR 2018
Futoshi EBISAWA,2:25:32,Tokyo (JPN),03 MAR 2019
Futoshi EBISAWA,2:26:46,Tokyo (JPN),26 FEB 2017
Hak-soo KIM,2:21:56,Chuncheon (KOR),27 OCT 2019
Hak-soo KIM,2:24:07,Chuncheon (KOR),28 OCT 2018
Hak-soo KIM,2:18:31,Daegu (KOR),05 APR 2015
Firaa'ol EEBBISAA,2:20:16,Frankfurt (GER),27 OCT 2019
Firaa'ol EEBBISAA,2:30:28,Bonn (GER),02 APR 2017
Firaa'ol EEBBISAA,2:26:15,Mannheim (GER),15 MAY 2016
Carlos TRUJILLO,2:18:40,"Houston, TX (USA)",20 JAN 2019
Carlos TRUJILLO,2:33:42,"Olympic Stadium, London (GBR)",06 AUG 2017
Carlos TRUJILLO,2:18:54,"Eugene, OR (USA)",01 MAY 2016
Carlos TRUJILLO,2:16:49,"Chicago, IL (USA)",12 OCT 2014
Carlos TRUJILLO,2:17:48,Fukuoka (JPN),01 DEC 2013
Carlos TRUJILLO,2:14:21,"Chicago, IL (USA)",07 OCT 2012
Durga BAHADUR BUDHA,8:44.96,Ranchi (IND),13 OCT 2019
Durga BAHADUR BUDHA,8:43.85,Patiala (IND),08 MAR 2018
Durga BAHADUR BUDHA,8:52.81,Patiala (IND),03 JUN 2017
Durga BAHADUR BUDHA,8:46.21,Lucknow (IND),29 SEP 2016
Durga BAHADUR BUDHA,9:07.30,Kolkata (IND),17 SEP 2015
Hiroaki SANO,2:24:08,Tokyo (JPN),01 MAR 2020
Hiroaki SANO,2:12:17,Tokyo (JPN),25 FEB 2018
Hiroaki SANO,2:11:24,Berlin (GER),24 SEP 2017
Hiroaki SANO,2:13:10,Tokyo (JPN),28 FEB 2016
Hiroaki SANO,2:09:12,Tokyo (JPN),22 FEB 2015
Hiroaki SANO,2:13:07,Otsu (JPN),02 MAR 2014
Hiroaki SANO,2:10:29,"Chicago, IL (USA)",13 OCT 2013
Zhenlong ZHANG,2:20:42,Shenzhen (CHN),16 DEC 2018
Zhenlong ZHANG,2:18:22,Chongqing (CHN),18 MAR 2012
Zhenlong ZHANG,2:13:28,Dalian (CHN),18 APR 2010
Zhenlong ZHANG,2:18:57,Hangzhou (CHN),16 NOV 2008
Jason SIMPSON,9:50.6h,"Boulder, CO (USA)",21 AUG 2008
John DEWITT,14:36.78,"Kenosha, WI (USA)",02 MAR 2018
John DEWITT,14:48.78,"Oshkosh, WI (USA)",18 FEB 2017
John DEWITT,14:48.01,"Oshkosh, WI (USA)",21 FEB 2015
John DEWITT,14:43.79,"Stevens Point, WI (USA)",22 FEB 2013
John DEWITT,14:47.04,"Naperville, IL (USA)",02 MAR 2012
John DEWITT,14:54.96,"Whitewater, WI (USA)",04 FEB 2011
Masaharu FUKUDA,2:28:08,Oita (JPN),02 FEB 2020
Masaharu FUKUDA,2:20:45,Fukuoka (JPN),01 DEC 2019
Masaharu FUKUDA,2:29:04,Oita (JPN),07 FEB 2016
Masaharu FUKUDA,2:21:37,Tokyo (JPN),22 FEB 2015
Masaharu FUKUDA,2:18:32,Tokyo (JPN),23 FEB 2014
Masaharu FUKUDA,2:31:45,Fukuoka (JPN),01 DEC 2013
Masaharu FUKUDA,2:20:35,Otsu (JPN),04 MAR 2012
Masaharu FUKUDA,2:37:16,Fukuoka (JPN),05 DEC 2010
Stephan LISTABARTH,3:56.10,Wien (AUT),28 JAN 2014
Stephan LISTABARTH,4:12.14,Wien (AUT),19 FEB 2012
Andrius JAKSEVICIUS,2:20:35,Berlin (GER),29 SEP 2019
Andrius JAKSEVICIUS,2:30:07,Berlin (GER),16 SEP 2018
Andrius JAKSEVICIUS,2:23:29,London (GBR),23 APR 2017
Matt LEMON,8:58.40,"Bowling Green, OH (USA)",19 JAN 2018
Matt LEMON,8:40.86,"Findlay, OH (USA)",27 JAN 2012
Matt LEMON,8:28.82,"Findlay, OH (USA)",30 JAN 2010
Jamal AHOUCHAR,2:20:50,Marrakesh (MAR),26 JAN 2020
Jamal AHOUCHAR,2:23:13,Fes (MAR),06 JAN 2019
Kristof NACKAERTS,2:23:22,Sevilla (ESP),23 FEB 2020
Kristof NACKAERTS,2:24:05,Eindhoven (NED),13 OCT 2019
Kristof NACKAERTS,2:24:35,Sevilla (ESP),25 FEB 2018
Kristof NACKAERTS,2:23:53,Eindhoven (NED),08 OCT 2017
Kristof NACKAERTS,2:22:57,Eindhoven (NED),09 OCT 2016
Kristof NACKAERTS,2:25:30,Eindhoven (NED),11 OCT 2015
Kristof NACKAERTS,2:27:52,Eindhoven (NED),12 OCT 2014
Brady THRELFALL,2:21:19,Otsu (JPN),10 MAR 2019
Brady THRELFALL,2:19:53,Berlin (GER),16 SEP 2018
Brady THRELFALL,2:20:15,Berlin (GER),24 SEP 2017
Brady THRELFALL,2:21:57,Berlin (GER),25 SEP 2016
Brady THRELFALL,2:26:39,Melbourne (AUS),18 OCT 2015
Jorge VARELA,8:23.61,Espinho (POR),28 FEB 2010
Jorge VARELA,8:25.25,Espinho (POR),26 JAN 2008
Jorge VARELA,8:37.26,Pombal (POR),11 FEB 2007
David MARLEY,2:22:01,"Duluth, MN (USA)",22 JUN 2019
David MARLEY,2:35:01,"Lake Buena Vista, FL (USA)",08 JAN 2017
David MARLEY,2:25:56,"Albany, NY (USA)",06 MAR 2016
David MARLEY,2:31:46,"Huntsville, AL (USA)",12 DEC 2015
David MARLEY,2:30:04,"Columbus, GA (USA)",10 NOV 2012
David MARLEY,2:31:20,"Columbus, GA (USA)",12 NOV 2011
John LORONO,2:20:39,Jakarta (INA),27 OCT 2019
Kazuto ARISHIGE,2:20:49,Oita (JPN),02 FEB 2020
Kazuto ARISHIGE,2:23:16,Fukuoka (JPN),01 DEC 2019
Kazuto ARISHIGE,2:27:11,Otsu (JPN),04 MAR 2018
Kazuto ARISHIGE,2:27:05,Hofu (JPN),17 DEC 2017
Kazuto ARISHIGE,2:27:12,Hofu (JPN),20 DEC 2015
Kazuto ARISHIGE,2:23:56,Oita (JPN),02 FEB 2014
Kazuto ARISHIGE,2:23:21,Oita (JPN),03 FEB 2013
Tobias SCHREINDL,2:21:51,Düsseldorf (GER),28 APR 2019
Tobias SCHREINDL,2:25:43,Frankfurt (GER),29 OCT 2017
Tobias SCHREINDL,2:20:38,Frankfurt (GER),30 OCT 2016
