athlete,year,performance,place,date
Vasyl Oleksandrovych Matviychuk,2008,2:10:36,Torino (ITA),13 APR 2008
Vasyl Oleksandrovych Matviychuk,2007,2:15:28,Venezia (ITA),28 OCT 2007
Vasyl Oleksandrovych Matviychuk,2006,2:15:10,Paris (FRA),09 APR 2006
Ivan Babaryka,2018,2:24:36,Mainz (GER),06 MAY 2018
Ivan Babaryka,2017,2:18:41,Dublin (IRL),29 OCT 2017
Ivan Babaryka,2016,2:17:34,Barcelona (ESP),13 MAR 2016
Ivan Babaryka,2015,2:12:45,Łódź (POL),19 APR 2015
Ivan Babaryka,2014,2:14:24,Pyongyang (PRK),13 APR 2014
Ivan Babaryka,2013,2:14:28,Łódź (POL),14 APR 2013
Ivan Babaryka,2012,2:11:48,Barcelona (ESP),25 MAR 2012
Ivan Babaryka,2011,2:12:48,Belaya Tserkva (UKR),02 OCT 2011
Ivan Babaryka,2010,2:13:56,Pyongyang (PRK),11 APR 2010
Ivan Babaryka,2009,2:15:36,Mainz (GER),10 MAY 2009
Ivan Babaryka,2008,2:14:55,Mainz (GER),04 MAY 2008
Vitaliy Petrovych Shafar,2016,2:12:36,London (GBR),24 APR 2016
Vitaliy Petrovych Shafar,2015,2:14:44,Macao (MAC),06 DEC 2015
Vitaliy Petrovych Shafar,2014,2:09:53,Toronto (CAN),19 OCT 2014
Vitaliy Petrovych Shafar,2013,2:11:52,Frankfurt (GER),27 OCT 2013
Vitaliy Petrovych Shafar,2012,2:14:22,Barcelona (ESP),25 MAR 2012
Vitaliy Petrovych Shafar,2011,2:15:20,Belaya Tserkva (UKR),02 OCT 2011
Vitaliy Petrovych Shafar,2009,2:15:07,Fukuoka (JPN),06 DEC 2009
Vitaliy Petrovych Shafar,2008,2:13:35,Roma (ITA),16 MAR 2008
Vitaliy Petrovych Shafar,2007,2:12:07,Eindhoven (NED),14 OCT 2007
Vitaliy Petrovych Shafar,2006,2:12:29,Warszawa (POL),17 SEP 2006
Ernesto Andrs Zamora,2019,2:22:43,Valencia (ESP),01 DEC 2019
Ernesto Andrs Zamora,2018,2:16:26,Sevilla (ESP),25 FEB 2018
Ernesto Andrs Zamora,2017,2:16:00,"Olympic Stadium, London (GBR)",06 AUG 2017
Ernesto Andrs Zamora,2016,2:18:36,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Ernesto Andrs Zamora,2012,2:26:40,Rotterdam (NED),15 APR 2012
Nelson Ernesto Zamora Villalba,2019,2:22:43,Valencia (ESP),01 DEC 2019
Nelson Ernesto Zamora Villalba,2018,2:16:26,Sevilla (ESP),25 FEB 2018
Nelson Ernesto Zamora Villalba,2017,2:16:00,"Olympic Stadium, London (GBR)",06 AUG 2017
Nelson Ernesto Zamora Villalba,2016,2:18:36,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Nelson Ernesto Zamora Villalba,2012,2:26:40,Rotterdam (NED),15 APR 2012
Waldemar Cotelo,1996,2:28:50,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Martn Esteban Cuestas,2020,2:19:49,Sevilla (ESP),23 FEB 2020
Martn Esteban Cuestas,2019,2:19:22,Buenos Aires (ARG),22 SEP 2019
Martn Esteban Cuestas,2017,2:20:33,Praha (CZE),07 MAY 2017
Martn Esteban Cuestas,2016,2:28:10,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Martn Esteban Cuestas,2015,2:16:42,Buenos Aires (ARG),11 OCT 2015
Martn Esteban Cuestas,2014,2:21:23,Buenos Aires (ARG),12 OCT 2014
Carlos Emilio Tarazona,2006,2:24:26,Caracas (VEN),23 APR 2006
Carlos Emilio Tarazona,2001,2:15:05,Caracas (VEN),11 FEB 2001
Carlos Emilio Tarazona,2000,2:11:25,"Cleveland, OH (USA)",30 APR 2000
Carlos Emilio Tarazona,1999,2:18:34,Cancun (MEX),12 DEC 1999
Carlos Emilio Tarazona,1996,2:12:03,"Pittsburgh, PA (USA)",05 MAY 1996
Carlos Emilio Tarazona,1992,2:14:34,Caracas (VEN),13 DEC 1992
Pedro Jess Mora Suescun,2014,2:29:48,Veracruz (MEX),30 NOV 2014
Pedro Jess Mora Suescun,2013,2:18:11,Hannover (GER),05 MAY 2013
Pedro Jess Mora Suescun,2012,2:22:40,"Olympic Stadium, London (GBR)",12 AUG 2012
Pedro Jess Mora Suescun,2011,2:25:31,Caracas (VEN),20 FEB 2011
Pedro Jess Mora Suescun,2010,2:18:35,Caracas (VEN),12 DEC 2010
Pedro Jess Mora Suescun,2009,2:18:25,Enschede (NED),26 APR 2009
Pedro Jess Mora Suescun,2008,2:20:30,Madrid (ESP),27 APR 2008
Constantino Kapambwe,1964,2:39:29,"National Stadium, Tokyo (JPN)",21 OCT 1964
Laurent Daniel Chifita,1964,2:51:54,"National Stadium, Tokyo (JPN)",21 OCT 1964
"Trevor Sackville Anthony ""Trev"" Haynes",1964,2:45:09,"National Stadium, Tokyo (JPN)",21 OCT 1964
Buumba Gabriel Halwand,1980,2:36:51,"Lenin Stadium, Moskva (URS)",01 AUG 1980
Jordan Chipangama,2017,2:15:15,Daegu (KOR),02 APR 2017
Jordan Chipangama,2016,2:17:39,Gold Coast (AUS),03 JUL 2016
Jordan Chipangama,2013,2:19:30,"Pittsburgh, PA (USA)",05 MAY 2013
Damiano Ngwila Musonda,1980,2:42:11,"Lenin Stadium, Moskva (URS)",01 AUG 1980
Cuthbert Nyasango,2016,2:15:47,Fukuoka (JPN),04 DEC 2016
Cuthbert Nyasango,2015,2:17:58,Fukuoka (JPN),06 DEC 2015
Cuthbert Nyasango,2014,2:09:52,Praha (CZE),11 MAY 2014
Cuthbert Nyasango,2012,2:11:48,Fukuoka (JPN),02 DEC 2012
Cuthbert Nyasango,2011,2:15:56,"DS, Daegu (KOR)",04 SEP 2011
Cuthbert Nyasango,2009,2:13:19,Berlin (GER),20 SEP 2009
Tendai Chimusasa,2003,2:18:11,Hong Kong (HKG),16 FEB 2003
Tendai Chimusasa,2002,2:12:46,Hamburg (GER),21 APR 2002
Tendai Chimusasa,2001,2:12:36,Köln (GER),07 OCT 2001
Tendai Chimusasa,2000,2:12:22,Hamburg (GER),16 APR 2000
Tendai Chimusasa,1998,2:10:57,Hamburg (GER),19 APR 1998
Tendai Chimusasa,1996,2:16:31,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Tendai Chimusasa,1995,2:12:53,Hamburg (GER),30 APR 1995
Tendai Chimusasa,1993,2:14:23,Berlin (GER),26 SEP 1993
Cephas Matafi,1999,2:15:24,Beijing (CHN),09 OCT 1999
Cephas Matafi,1998,2:15:35,The Hague (NED),30 AUG 1998
Cephas Matafi,1992,2:15:14,Valencia (ESP),02 FEB 1992
Abel Chimukoko,2011,2:22:12,Harare (ZIM),17 JUL 2011
Abel Chimukoko,2008,2:20:32,Hangzhou (CHN),16 NOV 2008
Abel Chimukoko,2007,2:17:49,Lahore (PAK),14 JAN 2007
Abel Chimukoko,2006,2:17:36,New Delhi (IND),12 FEB 2006
Abel Chimukoko,2005,2:18:18,Mumbai (IND),16 JAN 2005
Abel Chimukoko,2004,2:18:02,Vitoria (ESP),04 APR 2004
Abel Chimukoko,2003,2:15:29,Hamburg (GER),27 APR 2003
Abel Chimukoko,2002,2:17:47,"Long Beach, CA (USA)",13 OCT 2002
Abel Chimukoko,2001,2:17:51,Madrid (ESP),28 OCT 2001
Wirimai Juwawo,2015,2:14:25,Beijing (CHN),20 SEP 2015
Wirimai Juwawo,2014,2:18:19,Shanghai (CHN),02 NOV 2014
Wirimai Juwawo,2012,2:14:09,"Olympic Stadium, London (GBR)",12 AUG 2012
Wirimai Juwawo,2011,2:15:57,Seoul (KOR),06 NOV 2011
Wirimai Juwawo,2010,2:12:38,Danzhou (CHN),18 DEC 2010
Pardon Ndhlovu,2019,2:16:47,"Houston, TX (USA)",20 JAN 2019
Pardon Ndhlovu,2018,2:18:49,"Chicago, IL (USA)",07 OCT 2018
Pardon Ndhlovu,2017,2:18:11,Fukuoka (JPN),03 DEC 2017
Pardon Ndhlovu,2016,2:17:32,"Houston, TX (USA)",17 JAN 2016
Pardon Ndhlovu,2015,2:16:52,"Houston, TX (USA)",18 JAN 2015
James Gombedza,1988,2:38:13,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Patric Nyambariro-Nhauro,1984,2:37:18,"Memorial Coliseum, Los Angeles, CA (USA)",03 AUG 1984
Tapfumaneyi Jonga,1980,2:47:17,"Lenin Stadium, Moskva (URS)",01 AUG 1980
Mathias Kanda,1964,2:41:09,"National Stadium, Tokyo (JPN)",21 OCT 1964
Robson Mrombe,1964,2:49:31,"National Stadium, Tokyo (JPN)",21 OCT 1964
